prepare intput
152086
build model
training
-- line number 307372
allocated: 418M, max allocated: 418M, cached: 472M, max cached: 472M
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10383
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10384
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10385
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10386
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10387
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10388
allocated: 1676M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10389
allocated: 1681M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10390
allocated: 1676M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10391
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10392
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10393
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10394
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10395
allocated: 1680M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10396
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10397
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10398
allocated: 1676M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10399
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10400
allocated: 1681M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10401
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10402
allocated: 1680M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10403
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10404
allocated: 1681M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10405
allocated: 1676M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10406
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10407
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10408
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10409
allocated: 1680M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10410
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10411
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10412
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10413
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10414
allocated: 1680M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10415
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10416
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10417
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10418
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10419
allocated: 1681M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10420
allocated: 1676M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10421
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10422
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10423
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10424
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10425
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10426
allocated: 1680M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10427
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10428
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10429
allocated: 1680M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10430
allocated: 1676M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10431
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10432
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10433
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10434
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10435
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10436
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10437
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10438
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10439
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10440
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10441
allocated: 1683M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10442
allocated: 1676M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10443
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10444
allocated: 1676M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10445
allocated: 1682M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10446
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10447
allocated: 1680M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10448
allocated: 1676M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10449
allocated: 1681M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10450
allocated: 1676M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10451
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10452
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10453
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10454
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10455
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10456
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10457
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10458
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10459
allocated: 1680M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10460
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10461
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10462
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10463
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10464
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10465
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10466
allocated: 1680M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10467
allocated: 1680M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10468
allocated: 1676M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10469
allocated: 1681M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10470
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10471
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10472
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10473
allocated: 1680M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10474
allocated: 1680M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10475
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10476
allocated: 1680M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10477
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10478
allocated: 1682M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10479
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10480
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10481
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10482
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10483
allocated: 1680M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10484
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10485
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10486
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10487
allocated: 1681M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10488
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10489
allocated: 1680M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10490
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10491
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10492
allocated: 1681M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10493
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10494
allocated: 1676M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10495
allocated: 1681M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10496
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10497
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10498
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10499
allocated: 1681M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10500
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10501
allocated: 1680M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10502
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10503
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10504
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10505
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10506
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10507
allocated: 1680M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10508
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10509
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10510
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10511
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10512
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10513
allocated: 1682M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10514
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10515
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10516
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10517
allocated: 1682M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10518
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10519
allocated: 1680M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10520
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10521
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10522
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10523
allocated: 1682M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10524
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10525
allocated: 1680M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10526
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10527
allocated: 1683M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10528
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10529
allocated: 1682M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10530
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10531
allocated: 1680M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10532
allocated: 1680M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10533
allocated: 1679M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10534
allocated: 1680M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10535
allocated: 1680M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10536
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10537
allocated: 1680M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10538
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10539
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10540
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10541
allocated: 1680M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10542
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10543
allocated: 1681M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10544
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10545
allocated: 1678M, max allocated: 5567M, cached: 6216M, max cached: 6216M
-- batch number 10546
allocated: 1677M, max allocated: 5567M, cached: 6216M, max cached: 6216M
